schema_version,mapping_version,coverage_id,country,currency,region_resolution,region_basis,vehicle_year,vehicle_make,vehicle_model,body_style,equipment_status,vehicle_context_status,vin_prefill_status,exact_component_position,raw_class,damage_type,repair_operation,labor_category,parts_provenance,materials_method,source_id,source_version,coverage_status,pricing_status,missing_pricing_behavior,unresolved_requirements
1,1,ctx-us-front-windscreen,US,USD,zip,unavailable,manual_confirmation_required,manual_confirmation_required,manual_confirmation_required,manual_confirmation_required,unavailable,manual_confirmation_required,optional_unavailable,front_windscreen,Front-windscreen-damage,unspecified_visible_damage,unresolved_non_interchangeable_options,unresolved,unresolved,unresolved,unavailable,unavailable,unsupported,unavailable,unavailable,"Authorized U.S. source/version, ZIP basis, confirmed vehicle/equipment, reviewed operation, labor, parts, materials, rights, sample, and human review are unavailable."
1,1,ctx-us-quaterpanel,US,USD,zip,unavailable,manual_confirmation_required,manual_confirmation_required,manual_confirmation_required,manual_confirmation_required,unavailable,manual_confirmation_required,optional_unavailable,lateral_and_longitudinal_confirmation_required,quaterpanel-dent,dent,unresolved_non_interchangeable_options,unresolved,unresolved,unresolved,unavailable,unavailable,unsupported,unavailable,unavailable,"Preserve raw spelling and confirm side/position; source/version, ZIP basis, operation, rights, sample, and review are unavailable."
1,1,ctx-us-rear-bumper,US,USD,zip,unavailable,manual_confirmation_required,manual_confirmation_required,manual_confirmation_required,manual_confirmation_required,unavailable,manual_confirmation_required,optional_unavailable,rear_bumper,rear-bumper-dent,dent,unresolved_non_interchangeable_options,unresolved,unresolved,unresolved,unavailable,unavailable,unsupported,unavailable,unavailable,"Confirm cover versus assembly and equipment; source/version, ZIP basis, operation, rights, sample, and review are unavailable."
1,1,ctx-us-roof,US,USD,zip,unavailable,manual_confirmation_required,manual_confirmation_required,manual_confirmation_required,manual_confirmation_required,unavailable,manual_confirmation_required,optional_unavailable,roof,roof-dent,dent,unresolved_non_interchangeable_options,unresolved,unresolved,unresolved,unavailable,unavailable,unsupported,unavailable,unavailable,"Confirm roof configuration and supported operation; source/version, ZIP basis, rights, sample, and review are unavailable."
1,1,ctx-ca-front-windscreen,CA,CAD,postal_code,unavailable,manual_confirmation_required,manual_confirmation_required,manual_confirmation_required,manual_confirmation_required,unavailable,manual_confirmation_required,optional_unavailable,front_windscreen,Front-windscreen-damage,unspecified_visible_damage,unresolved_non_interchangeable_options,unresolved,unresolved,unresolved,unavailable,unavailable,unsupported,unavailable,unavailable,"Authorized Canadian source/version, postal basis, confirmed vehicle/equipment, reviewed operation, labor, parts, materials, rights, sample, and human review are unavailable; currency conversion is prohibited."
1,1,ctx-ca-headlight,CA,CAD,postal_code,unavailable,manual_confirmation_required,manual_confirmation_required,manual_confirmation_required,manual_confirmation_required,unavailable,manual_confirmation_required,optional_unavailable,lateral_confirmation_required,Headlight-damage,unspecified_visible_damage,unresolved_non_interchangeable_options,unresolved,unresolved,unresolved,unavailable,unavailable,unsupported,unavailable,unavailable,"Confirm left/right and exact Canadian-market assembly/equipment; source/version, postal basis, fitment, availability, rights, sample, and review are unavailable."
1,1,ctx-ca-rear-windscreen,CA,CAD,postal_code,unavailable,manual_confirmation_required,manual_confirmation_required,manual_confirmation_required,manual_confirmation_required,unavailable,manual_confirmation_required,optional_unavailable,rear_windscreen,Rear-windscreen-Damage,unspecified_visible_damage,unresolved_non_interchangeable_options,unresolved,unresolved,unresolved,unavailable,unavailable,unsupported,unavailable,unavailable,"Do not inherit U.S. or front-glass evidence; confirm exact Canadian-market glass/equipment and obtain source/version, postal basis, rights, sample, and review."
1,1,ctx-ca-runningboard,CA,CAD,postal_code,unavailable,manual_confirmation_required,manual_confirmation_required,manual_confirmation_required,manual_confirmation_required,unavailable,manual_confirmation_required,optional_unavailable,lateral_confirmation_required,Runningboard-Damage,unspecified_visible_damage,unresolved_non_interchangeable_options,unresolved,unresolved,unresolved,unavailable,unavailable,unsupported,unavailable,unavailable,"Confirm side and component identity without equating running board with rocker panel; Canadian source/version, postal basis, rights, sample, and review are unavailable."
1,1,ctx-ca-sidemirror,CA,CAD,postal_code,unavailable,manual_confirmation_required,manual_confirmation_required,manual_confirmation_required,manual_confirmation_required,unavailable,manual_confirmation_required,optional_unavailable,lateral_confirmation_required,Sidemirror-Damage,unspecified_visible_damage,unresolved_non_interchangeable_options,unresolved,unresolved,unresolved,unavailable,unavailable,unsupported,unavailable,unavailable,"Confirm side, subcomponent/assembly, Canadian equipment and fitment; source/version, postal basis, rights, sample, and review are unavailable."
1,1,ctx-ca-taillight,CA,CAD,postal_code,unavailable,manual_confirmation_required,manual_confirmation_required,manual_confirmation_required,manual_confirmation_required,unavailable,manual_confirmation_required,optional_unavailable,lateral_confirmation_required,Taillight-Damage,unspecified_visible_damage,unresolved_non_interchangeable_options,unresolved,unresolved,unresolved,unavailable,unavailable,unsupported,unavailable,unavailable,"Confirm left/right and exact Canadian-market assembly/equipment; source/version, postal basis, fitment, availability, rights, sample, and review are unavailable."
1,1,ctx-ca-bonnet,CA,CAD,postal_code,unavailable,manual_confirmation_required,manual_confirmation_required,manual_confirmation_required,manual_confirmation_required,unavailable,manual_confirmation_required,optional_unavailable,bonnet,bonnet-dent,dent,unresolved_non_interchangeable_options,unresolved,unresolved,unresolved,unavailable,unavailable,unsupported,unavailable,unavailable,"Select PDR, conventional repair/refinish, or replacement from Canadian evidence; source/version, postal basis, rights, sample, and review are unavailable."
1,1,ctx-ca-boot,CA,CAD,postal_code,unavailable,manual_confirmation_required,manual_confirmation_required,manual_confirmation_required,manual_confirmation_required,unavailable,manual_confirmation_required,optional_unavailable,boot,boot-dent,dent,unresolved_non_interchangeable_options,unresolved,unresolved,unresolved,unavailable,unavailable,unsupported,unavailable,unavailable,"Confirm panel identity and select a supported Canadian operation; source/version, postal basis, rights, sample, and review are unavailable."
1,1,ctx-ca-doorouter,CA,CAD,postal_code,unavailable,manual_confirmation_required,manual_confirmation_required,manual_confirmation_required,manual_confirmation_required,unavailable,manual_confirmation_required,optional_unavailable,lateral_and_longitudinal_confirmation_required,doorouter-dent,dent,unresolved_non_interchangeable_options,unresolved,unresolved,unresolved,unavailable,unavailable,unsupported,unavailable,unavailable,"Raw class cannot establish side or front/rear door; Canadian source/version, postal basis, operation, rights, sample, and review are unavailable."
1,1,ctx-ca-fender,CA,CAD,postal_code,unavailable,manual_confirmation_required,manual_confirmation_required,manual_confirmation_required,manual_confirmation_required,unavailable,manual_confirmation_required,optional_unavailable,lateral_and_longitudinal_confirmation_required,fender-dent,dent,unresolved_non_interchangeable_options,unresolved,unresolved,unresolved,unavailable,unavailable,unsupported,unavailable,unavailable,"Raw class cannot establish side or longitudinal position; Canadian source/version, postal basis, operation, rights, sample, and review are unavailable."
1,1,ctx-ca-front-bumper,CA,CAD,postal_code,unavailable,manual_confirmation_required,manual_confirmation_required,manual_confirmation_required,manual_confirmation_required,unavailable,manual_confirmation_required,optional_unavailable,front_bumper,front-bumper-dent,dent,unresolved_non_interchangeable_options,unresolved,unresolved,unresolved,unavailable,unavailable,unsupported,unavailable,unavailable,"Confirm cover versus assembly and Canadian equipment; source/version, postal basis, operation, rights, sample, and review are unavailable."
1,1,ctx-ca-quaterpanel,CA,CAD,postal_code,unavailable,manual_confirmation_required,manual_confirmation_required,manual_confirmation_required,manual_confirmation_required,unavailable,manual_confirmation_required,optional_unavailable,lateral_and_longitudinal_confirmation_required,quaterpanel-dent,dent,unresolved_non_interchangeable_options,unresolved,unresolved,unresolved,unavailable,unavailable,unsupported,unavailable,unavailable,"Preserve raw spelling and confirm side/position; Canadian source/version, postal basis, operation, rights, sample, and review are unavailable."
1,1,ctx-ca-rear-bumper,CA,CAD,postal_code,unavailable,manual_confirmation_required,manual_confirmation_required,manual_confirmation_required,manual_confirmation_required,unavailable,manual_confirmation_required,optional_unavailable,rear_bumper,rear-bumper-dent,dent,unresolved_non_interchangeable_options,unresolved,unresolved,unresolved,unavailable,unavailable,unsupported,unavailable,unavailable,"Confirm cover versus assembly and Canadian equipment; source/version, postal basis, operation, rights, sample, and review are unavailable."
1,1,ctx-ca-roof,CA,CAD,postal_code,unavailable,manual_confirmation_required,manual_confirmation_required,manual_confirmation_required,manual_confirmation_required,unavailable,manual_confirmation_required,optional_unavailable,roof,roof-dent,dent,unresolved_non_interchangeable_options,unresolved,unresolved,unresolved,unavailable,unavailable,unsupported,unavailable,unavailable,"Confirm roof configuration and supported Canadian operation; source/version, postal basis, rights, sample, and review are unavailable."
